"Town","FIPS","Year","Allegation Type","Report Status","Measure Type","Variable","Value"
"Madison","0900944560",2013,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",16
"Madison","0900944560",2013,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",56
"Madison","0900944560",2013,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2013,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"All","Alleged","Number","Child Abuse and Neglect",115
"Madison","0900944560",2014,"All","Substantiated","Number","Child Abuse and Neglect",27
"Madison","0900944560",2014,"All","Substantiated","Rate","Child Abuse and Neglect",23.48
"Madison","0900944560",2014,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",20
"Madison","0900944560",2014,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",12
"Madison","0900944560",2014,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",60
"Madison","0900944560",2014,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",14
"Madison","0900944560",2014,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",23.33
"Madison","0900944560",2014,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2014,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"All","Alleged","Number","Child Abuse and Neglect",133
"Madison","0900944560",2015,"All","Substantiated","Number","Child Abuse and Neglect",20
"Madison","0900944560",2015,"All","Substantiated","Rate","Child Abuse and Neglect",15.04
"Madison","0900944560",2015,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",28
"Madison","0900944560",2015,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",19
"Madison","0900944560",2015,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",74
"Madison","0900944560",2015,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",12
"Madison","0900944560",2015,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",16.22
"Madison","0900944560",2015,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2015,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"All","Alleged","Number","Child Abuse and Neglect",90
"Madison","0900944560",2016,"All","Substantiated","Number","Child Abuse and Neglect",19
"Madison","0900944560",2016,"All","Substantiated","Rate","Child Abuse and Neglect",21.11
"Madison","0900944560",2016,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",18
"Madison","0900944560",2016,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",12
"Madison","0900944560",2016,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",53
"Madison","0900944560",2016,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2016,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"All","Alleged","Number","Child Abuse and Neglect",111
"Madison","0900944560",2017,"All","Substantiated","Number","Child Abuse and Neglect",21
"Madison","0900944560",2017,"All","Substantiated","Rate","Child Abuse and Neglect",18.92
"Madison","0900944560",2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",25
"Madison","0900944560",2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",12
"Madison","0900944560",2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",64
"Madison","0900944560",2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Madison","0900944560",2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2011,"All","Alleged","Number","Child Abuse and Neglect",1987
"Manchester","0900344700",2011,"All","Substantiated","Number","Child Abuse and Neglect",468
"Manchester","0900344700",2011,"All","Substantiated","Rate","Child Abuse and Neglect",23.55
"Manchester","0900344700",2011,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2011,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2011,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2011,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",39
"Manchester","0900344700",2011,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2011,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2011,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",423
"Manchester","0900344700",2011,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",103
"Manchester","0900344700",2011,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",24.35
"Manchester","0900344700",2011,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2011,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2011,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2011,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",32
"Manchester","0900344700",2011,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2011,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2011,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",218
"Manchester","0900344700",2011,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",22
"Manchester","0900344700",2011,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",10.09
"Manchester","0900344700",2011,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",1154
"Manchester","0900344700",2011,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",297
"Manchester","0900344700",2011,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",25.74
"Manchester","0900344700",2011,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",57
"Manchester","0900344700",2011,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",21
"Manchester","0900344700",2011,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",36.84
"Manchester","0900344700",2012,"All","Alleged","Number","Child Abuse and Neglect",1843
"Manchester","0900344700",2012,"All","Substantiated","Number","Child Abuse and Neglect",450
"Manchester","0900344700",2012,"All","Substantiated","Rate","Child Abuse and Neglect",24.42
"Manchester","0900344700",2012,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2012,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2012,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2012,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",37
"Manchester","0900344700",2012,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2012,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2012,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",278
"Manchester","0900344700",2012,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",87
"Manchester","0900344700",2012,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",31.29
"Manchester","0900344700",2012,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2012,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2012,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2012,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",34
"Manchester","0900344700",2012,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2012,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2012,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",192
"Manchester","0900344700",2012,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",11
"Manchester","0900344700",2012,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",5.73
"Manchester","0900344700",2012,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",1175
"Manchester","0900344700",2012,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",317
"Manchester","0900344700",2012,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",26.98
"Manchester","0900344700",2012,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",63
"Manchester","0900344700",2012,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",27
"Manchester","0900344700",2012,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",42.86
"Manchester","0900344700",2013,"All","Alleged","Number","Child Abuse and Neglect",1711
"Manchester","0900344700",2013,"All","Substantiated","Number","Child Abuse and Neglect",384
"Manchester","0900344700",2013,"All","Substantiated","Rate","Child Abuse and Neglect",22.44
"Manchester","0900344700",2013,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2013,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2013,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2013,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",29
"Manchester","0900344700",2013,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2013,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2013,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",229
"Manchester","0900344700",2013,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",42
"Manchester","0900344700",2013,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",18.34
"Manchester","0900344700",2013,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2013,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2013,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2013,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",41
"Manchester","0900344700",2013,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2013,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2013,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",200
"Manchester","0900344700",2013,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",21
"Manchester","0900344700",2013,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",10.5
"Manchester","0900344700",2013,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",1116
"Manchester","0900344700",2013,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",295
"Manchester","0900344700",2013,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",26.43
"Manchester","0900344700",2013,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",37
"Manchester","0900344700",2013,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2013,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2014,"All","Alleged","Number","Child Abuse and Neglect",1795
"Manchester","0900344700",2014,"All","Substantiated","Number","Child Abuse and Neglect",279
"Manchester","0900344700",2014,"All","Substantiated","Rate","Child Abuse and Neglect",15.54
"Manchester","0900344700",2014,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2014,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2014,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2014,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",69
"Manchester","0900344700",2014,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",16
"Manchester","0900344700",2014,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",23.19
"Manchester","0900344700",2014,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",311
"Manchester","0900344700",2014,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",19
"Manchester","0900344700",2014,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",6.11
"Manchester","0900344700",2014,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2014,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2014,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2014,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",44
"Manchester","0900344700",2014,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2014,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2014,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",190
"Manchester","0900344700",2014,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",13
"Manchester","0900344700",2014,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",6.84
"Manchester","0900344700",2014,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",1064
"Manchester","0900344700",2014,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",194
"Manchester","0900344700",2014,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",18.23
"Manchester","0900344700",2014,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",62
"Manchester","0900344700",2014,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",23
"Manchester","0900344700",2014,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",37.1
"Manchester","0900344700",2015,"All","Alleged","Number","Child Abuse and Neglect",1722
"Manchester","0900344700",2015,"All","Substantiated","Number","Child Abuse and Neglect",323
"Manchester","0900344700",2015,"All","Substantiated","Rate","Child Abuse and Neglect",18.76
"Manchester","0900344700",2015,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2015,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2015,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2015,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",68
"Manchester","0900344700",2015,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",11
"Manchester","0900344700",2015,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",16.18
"Manchester","0900344700",2015,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",282
"Manchester","0900344700",2015,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",56
"Manchester","0900344700",2015,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",19.86
"Manchester","0900344700",2015,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2015,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2015,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2015,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",18
"Manchester","0900344700",2015,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2015,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2015,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",182
"Manchester","0900344700",2015,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",25
"Manchester","0900344700",2015,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",13.74
"Manchester","0900344700",2015,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",1085
"Manchester","0900344700",2015,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",214
"Manchester","0900344700",2015,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",19.72
"Manchester","0900344700",2015,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",32
"Manchester","0900344700",2015,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2015,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2016,"All","Alleged","Number","Child Abuse and Neglect",1508
"Manchester","0900344700",2016,"All","Substantiated","Number","Child Abuse and Neglect",198
"Manchester","0900344700",2016,"All","Substantiated","Rate","Child Abuse and Neglect",13.13
"Manchester","0900344700",2016,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2016,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2016,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2016,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",39
"Manchester","0900344700",2016,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",11
"Manchester","0900344700",2016,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",28.21
"Manchester","0900344700",2016,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",179
"Manchester","0900344700",2016,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",16
"Manchester","0900344700",2016,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",8.94
"Manchester","0900344700",2016,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2016,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2016,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2016,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",22
"Manchester","0900344700",2016,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2016,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2016,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",187
"Manchester","0900344700",2016,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",12
"Manchester","0900344700",2016,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",6.42
"Manchester","0900344700",2016,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",986
"Manchester","0900344700",2016,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",131
"Manchester","0900344700",2016,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",13.29
"Manchester","0900344700",2016,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",48
"Manchester","0900344700",2016,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",20
"Manchester","0900344700",2016,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",41.67
"Manchester","0900344700",2017,"All","Alleged","Number","Child Abuse and Neglect",1443
"Manchester","0900344700",2017,"All","Substantiated","Number","Child Abuse and Neglect",276
"Manchester","0900344700",2017,"All","Substantiated","Rate","Child Abuse and Neglect",19.13
"Manchester","0900344700",2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",24
"Manchester","0900344700",2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999
"Manchester","0900344700",2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999
"Manchester","0900344700",2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",190
"Manchester","0900344700",2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",32
